,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,labels,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,conda_forge
210,pyflow,https://github.com/David-OConnor/pyflow,,An installation and dependency system for Python.,dependency-managers,19,True,David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000000,2021-12-04 05:27:25.000000,2021-12-04 05:27:25.000000,357.0,24.0,38.0,17.0,51.0,70.0,968.0,2021-07-02 13:17:04.000000,0.3.1,26.0,28.0,43.0,,,pyflow,1.0,,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000000,1.0,129.0,260.0,,,,3.0,,3808.0,,,,,,,,,,,,,,,,,
211,portray,https://github.com/timothycrosley/portray,,Your Project with Great Documentation.,documentation,19,True,timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000000,2021-06-13 08:00:00.000000,2021-06-13 07:59:39.000000,244.0,,58.0,15.0,35.0,29.0,770.0,2021-06-13 08:00:00.000000,1.7.0,28.0,16.0,21.0,,,portray,17.0,,https://pypi.org/project/portray,2021-06-13 08:00:00.000000,17.0,3829.0,3829.0,,,,3.0,,,,,,,,,,,,,,,,,,,
212,python-devtools,https://github.com/samuelcolvin/python-devtools,,Dev tools for python.,logging,19,True,samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000000,2021-09-29 08:43:45.000000,2021-09-08 10:38:28.000000,98.0,,16.0,7.0,60.0,34.0,452.0,2021-09-29 08:43:45.000000,0.8.0,12.0,7.0,2.0,,,python-devtools,533.0,532.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000000,1.0,435.0,435.0,,,,3.0,,,,,,,,,,,,,,,,,,,
213,assertpy,https://github.com/ActivisionGameScience/assertpy,,Simple assertion library for unit testing in python with a fluent API.,testing,19,False,ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332000,2020-07-19 15:23:26.710000,2019-10-30 17:50:10.000000,279.0,,47.0,1.0,,,248.0,,,13.0,10.0,,conda-forge/assertpy,,assertpy,92.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000000,92.0,156871.0,157139.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710000,13442.0,3.0,-2.0,,,,,,,,,,,,,,,,,,
214,flakehell,https://github.com/life4/flakehell,,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",linters,19,True,life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000000,2021-01-11 21:35:41.000000,2021-01-11 21:35:40.000000,368.0,,33.0,4.0,68.0,,224.0,2021-01-11 18:40:32.000000,0.9.0,28.0,16.0,4.0,,['flake8'],flakehell,12.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000000,12.0,31418.0,31420.0,,,,3.0,,57.0,,,,,,,,,,,,,,,,,
215,pandas-vet,https://github.com/deppen8/pandas-vet,,A plugin for Flake8 that checks pandas code.,linters,19,True,deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000000,2021-11-05 15:32:59.000000,2021-03-03 04:44:57.000000,179.0,,15.0,6.0,67.0,29.0,124.0,2020-02-01 05:12:09.000000,0.2.2,6.0,10.0,21.0,conda-forge/pandas-vet,['flake8'],pandas-vet,61.0,58.0,https://pypi.org/project/pandas-vet,2020-02-01 05:12:09.000000,3.0,4931.0,5172.0,https://anaconda.org/conda-forge/pandas-vet,2020-02-01 05:31:32.445000,7930.0,3.0,,39.0,,,,,,,,,,,,,,,,,
216,sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,,sphinx builder that outputs markdown files.,documentation,19,True,codejamninja/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000000,2022-01-08 15:31:25.000000,2022-01-08 15:29:29.000000,100.0,1.0,32.0,5.0,24.0,16.0,118.0,2019-12-23 17:05:52.000000,0.5.4,23.0,17.0,18.0,,['sphinx'],sphinx-markdown-builder,258.0,206.0,https://pypi.org/project/sphinx-markdown-builder,2022-01-08 15:31:25.000000,52.0,25125.0,25125.0,,,,3.0,-2.0,,,,,,,clayrisser/sphinx-markdown-builder,,,,,,,,,,,
217,unimport,https://github.com/hakancelik96/unimport,,"A linter, formatter for finding and removing unused import statements.",refactoring,19,True,hakancelik96/unimport,https://github.com/hakancelik96/unimport,MIT,2019-09-08 09:49:24.000000,2022-01-12 06:32:43.000000,2022-01-12 06:32:42.000000,403.0,3.0,13.0,3.0,123.0,66.0,116.0,2021-09-14 09:33:27.000000,0.9.2,33.0,13.0,10.0,,,unimport,17.0,17.0,https://pypi.org/project/unimport,2021-09-14 09:33:27.000000,,3542.0,3542.0,,,,3.0,,,,,,,,,,,,,,,,,,,
218,flake8-mypy,https://github.com/ambv/flake8-mypy,,A plugin for flake8 integrating Mypy.,linters,19,False,ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000000,2020-06-19 16:51:36.000000,2020-06-19 16:51:00.000000,50.0,,15.0,4.0,13.0,3.0,103.0,2017-08-31 23:17:01.000000,17.8.0,6.0,8.0,19.0,,['flake8'],flake8-mypy,904.0,794.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000000,110.0,33546.0,33546.0,,,,3.0,,,,,,,,,,,,,,,,,,,
219,dlint,https://github.com/dlint-py/dlint,,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,security,19,True,dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000000,2021-10-27 13:22:05.000000,2021-10-27 13:11:03.000000,214.0,13.0,6.0,2.0,4.0,14.0,79.0,2021-10-27 13:15:42.000000,0.12.0,14.0,8.0,19.0,,,dlint,29.0,,https://pypi.org/project/dlint,2021-10-27 13:15:42.000000,29.0,82175.0,82175.0,,,,3.0,,,,,,,,,,,,,,,,,,,
220,pylint-flask,https://github.com/jschaf/pylint-flask,,A Pylint plugin to analyze Flask applications.,linters,19,True,jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000000,2021-03-10 19:35:23.000000,2021-03-10 19:35:23.000000,40.0,,9.0,5.0,8.0,5.0,59.0,,,5.0,7.0,5.0,conda-forge/pylint-flask,['pylint'],pylint-flask,5980.0,5625.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000000,355.0,163074.0,163899.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934000,53661.0,3.0,,,,,,,,,,,,,,,,,,,
221,mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",documentation,19,False,timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000000,2022-01-12 13:50:53.000000,2022-01-12 13:50:34.000000,200.0,16.0,6.0,1.0,3.0,58.0,30.0,2022-01-12 13:28:39.000000,2.2.3,32.0,1.0,2.0,,['mkdocs'],mkdocs-print-site-plugin,64.0,61.0,https://pypi.org/project/mkdocs-print-site-plugin,2022-01-12 13:28:39.000000,3.0,3959.0,3959.0,,,,3.0,,,,,,,,,,,,,,,,,,,
222,vex,https://github.com/sashahart/vex,,Run a command in the named virtualenv.,virtual-envs,18,False,sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000000,2021-10-30 20:12:27.000000,2019-05-10 19:18:48.000000,200.0,,25.0,13.0,24.0,40.0,371.0,2019-05-10 19:21:38.000000,0.0.19,18.0,3.0,2.0,,,vex,33.0,23.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000000,10.0,794.0,794.0,,,,3.0,,,,,,,,,,,,,,,,,,,
223,pytest-docker,https://github.com/avast/pytest-docker,,Docker-based integration tests.,testing,18,True,avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000000,2021-10-20 17:40:15.000000,2021-06-14 12:23:20.000000,60.0,,42.0,8.0,40.0,16.0,258.0,2021-06-14 12:12:56.000000,0.10.3,15.0,11.0,17.0,,['pytest'],pytest-docker,23.0,,https://pypi.org/project/pytest-docker,2021-06-14 12:09:30.000000,23.0,52535.0,52538.0,,,,3.0,,83.0,,,,,,,,,,,,,,,,,
224,imhotep,https://github.com/justinabrahms/imhotep,,A static-analysis bot for Github.,linters,18,True,justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000000,2021-12-14 22:36:10.000000,2021-10-01 21:06:26.000000,358.0,,37.0,6.0,63.0,23.0,217.0,2016-09-18 21:57:32.000000,1.1.0,9.0,16.0,23.0,,,imhotep,14.0,9.0,https://pypi.org/project/imhotep,2016-09-18 21:57:32.000000,5.0,46.0,46.0,,,,3.0,,,,,,,,,,,,,,,,,,,
225,eradicate,https://github.com/myint/eradicate,,Removes commented-out code from Python files.,refactoring,18,False,myint/eradicate,https://github.com/myint/eradicate,Saxpath,2012-12-23 04:39:48.000000,2021-07-26 20:00:21.000000,2020-10-01 09:23:01.000000,164.0,,20.0,3.0,12.0,13.0,120.0,2020-10-01 09:33:03.000000,2.0.0,16.0,7.0,6.0,,,eradicate,89.0,,https://pypi.org/project/eradicate,2020-10-01 09:33:03.000000,89.0,230723.0,230723.0,,,,3.0,,,,,,,,,,,,,,,,,,,
226,flake8-bandit,https://github.com/tylerwince/flake8-bandit,,Automated security testing using bandit and flake8.,linters,18,False,tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000000,2020-12-29 20:50:06.000000,2020-08-29 05:51:08.000000,44.0,,16.0,4.0,8.0,8.0,65.0,2019-10-08 03:58:31.000000,2.1.2,11.0,5.0,4.0,,['flake8'],flake8-bandit,96.0,,https://pypi.org/project/flake8-bandit,2019-10-08 03:58:31.000000,96.0,336004.0,336004.0,,,,3.0,,,,,,,,,,,,,,,,,,,
227,unify,https://github.com/myint/unify,,Modifies strings to all use the same quote where possible.,refactoring,18,False,myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000000,2021-04-21 16:21:07.000000,2019-08-07 13:44:00.000000,69.0,,12.0,7.0,9.0,3.0,64.0,2013-06-22 15:34:37.000000,0.1.5,10.0,5.0,10.0,,,unify,396.0,360.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000000,36.0,56192.0,56192.0,,,,3.0,,,,,,,,,,,,,,,,,,,
228,pip-run,https://github.com/jaraco/pip-run,,pip-run - dynamic dependency loader for Python.,dependency-managers,18,True,jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000000,2022-01-08 03:58:55.000000,2022-01-08 03:54:45.000000,556.0,14.0,10.0,5.0,13.0,40.0,62.0,2022-01-08 03:59:06.000000,8.7.2,28.0,11.0,3.0,,,pip-run,1.0,,https://pypi.org/project/pip-run,2022-01-08 03:58:55.000000,1.0,5969.0,5969.0,,,,3.0,,,,,,,,,,,,,,,,,,,
229,mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,,MkDocs plugin for setting revision date from git per markdown file.,documentation,18,False,zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000000,2020-10-16 02:02:54.000000,2020-10-16 01:58:36.000000,24.0,,5.0,4.0,7.0,9.0,39.0,2020-10-16 02:02:42.000000,0.3.1,8.0,6.0,2.0,,['mkdocs'],mkdocs-git-revision-date-plugin,428.0,414.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2020-10-16 02:02:18.000000,14.0,19154.0,19154.0,,,,3.0,,,,,,,,,,,,,,,,,,,
230,pyheat,https://github.com/csurfer/pyheat,,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,profiling,17,True,csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000000,2021-09-18 20:16:24.000000,2021-09-18 20:16:24.000000,55.0,,38.0,13.0,6.0,9.0,701.0,2018-12-06 03:59:34.000000,0.0.6,6.0,5.0,4.0,,,py-heat,39.0,33.0,https://pypi.org/project/py-heat,2018-12-06 03:59:34.000000,6.0,1847.0,1847.0,,,,3.0,,,,,,,,,,,,,,,,,,,
231,pynt,https://github.com/rags/pynt,,A pynt of Python build.,build-tools,17,False,rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000000,2020-04-13 11:49:33.000000,2019-10-04 19:05:46.000000,128.0,,18.0,11.0,9.0,13.0,149.0,2018-06-24 06:23:48.000000,0.8.2,7.0,9.0,5.0,,,pynt,104.0,76.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000000,28.0,4641.0,4641.0,,,,3.0,,,,,,,,,,,,,,,,,,,
232,pyformat,https://github.com/myint/pyformat,,Formats Python code to follow a consistent style.,formatters,17,False,myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000000,2021-10-29 14:54:42.000000,2019-05-24 17:17:56.000000,199.0,,7.0,7.0,6.0,3.0,84.0,2014-09-07 13:57:37.000000,0.5.7,23.0,3.0,3.0,,,pyformat,151.0,126.0,https://pypi.org/project/pyformat,2017-01-04 02:31:11.000000,25.0,13927.0,13927.0,,,,3.0,,,,,,,,,,,,,,,,,,,
233,lazydocs,https://github.com/ml-tooling/lazydocs,,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,documentation,17,True,ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000000,2021-12-15 19:29:09.000000,2021-08-20 18:28:32.000000,147.0,,16.0,5.0,22.0,4.0,60.0,2021-07-27 09:00:22.000000,0.4.8,18.0,7.0,7.0,,,lazydocs,69.0,57.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000000,12.0,1338.0,1338.0,,,,3.0,,,,,,,,,,,,,,,,,,,
234,yala,https://github.com/cemsbr/yala,,Yet Another Linter Aggregator.,linters,17,False,cemsbr/yala,https://github.com/cemsbr/yala,MIT,2017-06-02 22:45:50.000000,2021-11-15 05:53:09.000000,2021-11-15 05:05:03.000000,193.0,28.0,5.0,2.0,132.0,11.0,13.0,2021-11-15 05:07:43.000000,3.1.0,28.0,4.0,1.0,,"['flake8', 'pylint']",yala,53.0,43.0,https://pypi.org/project/yala,2021-11-15 05:05:38.000000,10.0,1040.0,1040.0,,,,3.0,,,,,,,,,,,,,,,,,,,
235,pyenv-installer,https://github.com/pyenv/pyenv-installer,,This tool is used to install `pyenv` and friends.,virtual-envs,16,True,pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000000,2021-12-16 16:46:37.000000,2021-08-27 04:13:02.000000,138.0,,321.0,67.0,51.0,64.0,3027.0,,,,33.0,5.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
236,dh-virtualenv,https://github.com/spotify/dh-virtualenv,,Python virtualenvs in Debian packages.,virtual-envs,16,True,spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000000,2021-11-10 20:28:36.000000,2021-11-10 20:28:36.000000,414.0,1.0,163.0,41.0,149.0,170.0,1508.0,,,,58.0,24.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
237,pytest-plugins,https://github.com/man-group/pytest-plugins,,A grab-bag of nifty pytest plugins.,testing,16,True,man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000000,2021-11-19 17:34:24.000000,2021-11-19 17:34:24.000000,778.0,21.0,60.0,22.0,101.0,58.0,403.0,,,,57.0,45.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
238,bellybutton,https://github.com/hchasestevens/bellybutton,,Custom Python linting through AST expressions.,linters,16,True,hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000000,2021-07-15 00:42:03.000000,2021-07-15 00:42:02.000000,33.0,,11.0,4.0,18.0,6.0,227.0,2020-11-27 21:20:22.000000,0.3.1,11.0,5.0,8.0,,,bellybutton,16.0,15.0,https://pypi.org/project/bellybutton,2020-11-27 21:20:22.000000,1.0,5522.0,5522.0,,,,3.0,,,,,,,,,,,,,,,,,,,
239,retype,https://github.com/ambv/retype,,Re-apply type annotations from .pyi stubs to your codebase.,refactoring,16,True,ambv/retype,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000000,2021-12-29 14:35:22.999000,2021-12-29 00:19:13.000000,101.0,1.0,17.0,4.0,23.0,8.0,122.0,2021-12-29 00:30:49.000000,21.12.0,11.0,8.0,7.0,conda-forge/retype,,retype,18.0,,https://pypi.org/project/retype,2021-12-29 00:30:49.000000,18.0,965.0,1288.0,https://anaconda.org/conda-forge/retype,2021-12-29 14:35:22.999000,15521.0,3.0,,,,,,,,,,,,,,,,,,,
240,pytest-play,https://github.com/pytest-dev/pytest-play,,pytest plugin that let you automate actions and assertions with test metrics reporting executing plain YAML files.,testing,16,False,pytest-dev/pytest-play,https://github.com/pytest-dev/pytest-play,Apache-2.0,2017-12-14 09:08:26.000000,2019-08-20 15:57:27.000000,2019-06-12 11:57:28.000000,382.0,,3.0,8.0,62.0,24.0,65.0,2019-06-12 11:59:29.000000,2.3.1,23.0,3.0,5.0,,['pytest'],pytest-play,31.0,21.0,https://pypi.org/project/pytest-play,2019-06-12 11:59:29.000000,10.0,505.0,505.0,,,,3.0,,,,,,,,,,,,,,,,,,,
241,universal-build,https://github.com/ml-tooling/universal-build,,Universal build utilities for containerized build pipelines.,build-tools,16,True,ml-tooling/universal-build,https://github.com/ml-tooling/universal-build,MIT,2020-10-19 14:57:21.000000,2021-11-17 17:00:05.000000,2021-11-17 17:00:05.000000,394.0,9.0,5.0,4.0,32.0,3.0,14.0,2021-11-17 16:59:34.000000,0.6.18,40.0,4.0,,,,universal-build,12.0,7.0,https://pypi.org/project/universal-build,2020-12-12 13:21:08.000000,5.0,372.0,373.0,,,,3.0,,16.0,,,,,,,,,,,,,,,,,
242,tbvaccine,https://github.com/skorokithakis/tbvaccine,,A small utility to pretty-print Python tracebacks.,logging,15,False,skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000000,2020-03-01 19:24:46.000000,2020-03-01 19:24:44.000000,80.0,,12.0,4.0,18.0,13.0,365.0,2018-12-14 18:07:29.000000,0.3.1,12.0,12.0,7.0,,,tbvaccine,9.0,9.0,https://pypi.org/project/tbvaccine,2018-12-14 18:07:29.000000,,2193.0,2193.0,,,,3.0,,,,,,,,,,,,,,,,,,,
243,pycycle,https://github.com/bndr/pycycle,,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,linters,15,False,bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000000,2021-07-28 15:57:26.000000,2017-02-13 18:07:04.000000,26.0,,15.0,5.0,5.0,1.0,295.0,2017-02-13 18:07:58.000000,0.0.8,8.0,2.0,14.0,,,pycycle,55.0,48.0,https://pypi.org/project/pycycle,2017-02-13 18:07:58.000000,7.0,1254.0,1254.0,,,,3.0,,,,,,,,,,,,,,,,,,,
244,pep8ify,https://github.com/spulec/pep8ify,,A library that modifies python source code to conform to pep8.,refactoring,15,False,spulec/pep8ify,https://github.com/spulec/pep8ify,Apache-2.0,2012-06-03 03:31:33.000000,2019-03-08 03:06:14.000000,2014-10-24 20:36:38.000000,154.0,,12.0,5.0,7.0,12.0,116.0,2014-10-24 20:36:57.000000,0.0.13,13.0,6.0,6.0,,,pep8ify,55.0,36.0,https://pypi.org/project/pep8ify,2014-10-24 20:36:57.000000,19.0,120.0,120.0,,,,3.0,,,,,,,,,,,,,,,,,,,
245,com2ann,https://github.com/ilevkivskyi/com2ann,,Tool for translation type comments to type annotations in Python.,refactoring,15,True,ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000000,2021-08-21 14:47:42.000000,2021-08-21 14:47:42.000000,31.0,,7.0,7.0,21.0,15.0,103.0,2021-08-21 09:01:26.000000,0.3.0,3.0,4.0,5.0,,,com2ann,8.0,7.0,https://pypi.org/project/com2ann,2021-08-21 09:01:26.000000,1.0,3659.0,3659.0,,,,3.0,,,,,,,,,,,,,,,,,,,
246,massedit,https://github.com/elmotec/massedit,,Programmatically edit text files with Python. Useful for source to source transformations.,refactoring,15,False,elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000000,2020-12-23 02:17:37.000000,2020-12-23 02:11:17.000000,178.0,,14.0,6.0,7.0,5.0,95.0,2020-12-23 02:19:02.000000,0.69.1,15.0,6.0,3.0,,,massedit,6.0,,https://pypi.org/project/massedit,2020-12-23 02:12:33.000000,6.0,1388.0,1388.0,,,,3.0,,17.0,,,,,,,,,,,,,,,,,
247,subpar,https://github.com/google/subpar,,Subpar is a utility for creating self-contained python executables. It is designed to work well with Bazel.,packaging,14,False,google/subpar,https://github.com/google/subpar,Apache-2.0,2016-08-03 20:11:35.000000,2021-11-29 00:52:40.000000,2019-08-15 01:37:08.000000,93.0,,62.0,20.0,72.0,30.0,509.0,2019-05-14 20:14:05.000000,2.0.0,5.0,14.0,33.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
248,mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,,A tool that allows for versioning sites built with mkdocs.,documentation,14,False,zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000000,2021-08-01 15:51:53.000000,2021-08-01 15:51:53.000000,133.0,,7.0,4.0,39.0,22.0,39.0,2021-02-11 10:24:35.000000,0.4.0,6.0,5.0,3.0,,['mkdocs'],mkdocs-versioning,,,https://pypi.org/project/mkdocs-versioning,2021-02-11 10:24:35.000000,,3318.0,3318.0,,,,3.0,,,,,,,,,,,,,,,,,,,
249,linty_fresh,https://github.com/lyft/linty_fresh,,Surface lint errors during code review.,linters,13,False,lyft/linty_fresh,https://github.com/lyft/linty_fresh,Apache-2.0,2015-12-19 02:37:26.000000,2021-09-14 16:38:07.000000,2020-11-30 22:18:53.000000,53.0,,21.0,21.0,61.0,1.0,183.0,2018-12-12 19:47:05.000000,0.7.0,10.0,17.0,8.0,,"['flake8', 'mypy']",linty-fresh,,,https://pypi.org/project/linty-fresh,2018-12-12 19:47:05.000000,,36.0,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
250,livepython,https://github.com/agermanidis/livepython,,Visually trace Python code in real-time.,profiling,12,False,agermanidis/livepython,https://github.com/agermanidis/livepython,MIT,2017-10-03 00:19:59.000000,2019-01-22 17:39:55.000000,2017-11-14 21:27:52.000000,20.0,,165.0,77.0,4.0,15.0,2453.0,,,,3.0,10.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
251,cohesion,https://github.com/mschwager/cohesion,,A tool for measuring Python class cohesion.,code-metrics,12,False,mschwager/cohesion,https://github.com/mschwager/cohesion,GPL-3.0,2016-08-11 21:09:32.000000,2019-08-05 17:14:04.000000,2019-08-05 17:14:01.000000,78.0,,2.0,8.0,1.0,11.0,145.0,2019-07-10 16:08:05.000000,1.0.0,9.0,2.0,3.0,,,cohesion,7.0,,https://pypi.org/project/cohesion,2019-07-10 16:08:05.000000,7.0,1282.0,1282.0,,,,3.0,,,,,,,,,,,,,,,,,,,
252,pipenv-pipes,https://github.com/gtalarico/pipenv-pipes,,A PipEnv Environment Switcher.,virtual-envs,12,False,gtalarico/pipenv-pipes,https://github.com/gtalarico/pipenv-pipes,MIT,2018-05-02 03:56:41.000000,2021-06-01 22:15:42.000000,2019-06-27 03:42:48.000000,285.0,,11.0,4.0,19.0,10.0,128.0,2018-11-08 03:05:43.000000,0.7.1,25.0,5.0,7.0,,,pipenv-pipes,,,https://pypi.org/project/pipenv-pipes,2018-11-08 03:05:43.000000,,92.0,92.0,,,,3.0,,,,,,,,,,,,,,,,,,,
253,pyship,https://github.com/jamesabel/pyship,,pyship - ship Python desktop apps to end users.,packaging,9,False,jamesabel/pyship,https://github.com/jamesabel/pyship,MIT,2020-04-23 04:45:03.000000,2021-06-09 04:34:00.000000,2021-06-09 04:33:22.000000,279.0,,,2.0,3.0,,15.0,2021-06-09 04:34:00.000000,0.1.5,17.0,,4.0,,,pyship,,,https://pypi.org/project/pyship,2021-06-09 04:34:00.000000,,28.0,28.0,,,,3.0,,,,,,,,,,,,,,,,,,,
